terminal_id,tarih,toplama_tutar
T-00072,2025-08-20,256567
T-00072,2025-09-03,231293
T-00072,2025-09-17,199166
T-00072,2025-10-01,263528
T-00072,2025-10-15,242864
T-00072,2025-10-29,209626
T-00072,2025-11-12,288412
T-00072,2025-11-26,249720
T-00072,2025-12-10,204827
T-00072,2025-12-24,228156
T-00073,2025-01-08,332585
T-00073,2025-01-22,450771
T-00073,2025-02-05,451488
T-00073,2025-02-19,391116
T-00073,2025-03-05,429365
T-00073,2025-03-19,421742
T-00073,2025-04-02,333370
T-00073,2025-04-16,480775
T-00073,2025-04-30,391932
T-00073,2025-05-14,436590
T-00073,2025-05-28,402459
T-00073,2025-06-11,403418
T-00073,2025-06-25,361242
T-00073,2025-07-09,390584
T-00073,2025-07-23,359204
T-00073,2025-08-06,382894
T-00073,2025-08-20,382698
T-00073,2025-09-03,413656
T-00073,2025-09-17,315536
T-00073,2025-10-01,430837
T-00073,2025-10-15,388991
T-00073,2025-10-29,340645
T-00073,2025-11-12,314500
T-00073,2025-11-26,370609
T-00073,2025-12-10,391514
T-00073,2025-12-24,476713
T-00074,2025-01-08,158686
T-00074,2025-01-22,131121
T-00074,2025-02-05,135692
T-00074,2025-02-19,144840
T-00074,2025-03-05,150811
T-00074,2025-03-19,136081
T-00074,2025-04-02,139235
T-00074,2025-04-16,120483
T-00074,2025-04-30,143995
T-00074,2025-05-14,128198
T-00074,2025-05-28,136176
T-00074,2025-06-11,128347
T-00074,2025-06-25,123609
T-00074,2025-07-09,133241
T-00074,2025-07-23,152608
T-00074,2025-08-06,135593
T-00074,2025-08-20,117376
T-00074,2025-09-03,147652
T-00074,2025-09-17,156504
T-00074,2025-10-01,158238
T-00074,2025-10-15,144396
T-00074,2025-10-29,141917
T-00074,2025-11-12,159552
T-00074,2025-11-26,131356
T-00074,2025-12-10,133731
T-00074,2025-12-24,166365
T-00075,2025-01-08,394142
T-00075,2025-01-22,396849
T-00075,2025-02-05,386455
T-00075,2025-02-19,307706
T-00075,2025-03-05,292860
T-00075,2025-03-19,403729
T-00075,2025-04-02,440893
T-00075,2025-04-16,344871
T-00075,2025-04-30,367252
T-00075,2025-05-14,334299
T-00075,2025-05-28,293863
T-00075,2025-06-11,359809
T-00075,2025-06-25,383915
T-00075,2025-07-09,377377
T-00075,2025-07-23,390824
T-00075,2025-08-06,380343
T-00075,2025-08-20,379206
T-00075,2025-09-03,346984
T-00075,2025-09-17,349604
T-00075,2025-10-01,344185
T-00075,2025-10-15,304712
T-00075,2025-10-29,328700
T-00075,2025-11-12,405695
T-00075,2025-11-26,281485
T-00075,2025-12-10,379895
T-00075,2025-12-24,374798
T-00076,2025-01-08,338978
T-00076,2025-01-22,318959
T-00076,2025-02-05,284778
T-00076,2025-02-19,351855
T-00076,2025-03-05,349514
T-00076,2025-03-19,343181
T-00076,2025-04-02,360310
T-00076,2025-04-16,302461
T-00076,2025-04-30,368301
T-00076,2025-05-14,348598
T-00076,2025-05-28,303172
T-00076,2025-06-11,328239
T-00076,2025-06-25,360550
T-00076,2025-07-09,319604
T-00076,2025-07-23,361523
T-00076,2025-08-06,330369
T-00076,2025-08-20,249364
T-00076,2025-09-03,352640
T-00076,2025-09-17,267596
T-00076,2025-10-01,258662
T-00076,2025-10-15,377928
T-00076,2025-10-29,374129
T-00076,2025-11-12,302464
T-00076,2025-11-26,344046
T-00076,2025-12-10,335806
T-00076,2025-12-24,273194
T-00077,2025-01-08,245440
T-00077,2025-01-22,226725
T-00077,2025-02-05,268162
T-00077,2025-02-19,231825
T-00077,2025-03-05,207433
T-00077,2025-03-19,253245
T-00077,2025-04-02,221727
T-00077,2025-04-16,242397
T-00077,2025-04-30,275921
T-00077,2025-05-14,228058
T-00077,2025-05-28,247117
T-00077,2025-06-11,246929
T-00077,2025-06-25,208004
T-00077,2025-07-09,255889
T-00077,2025-07-23,284384
T-00077,2025-08-06,267908
T-00077,2025-08-20,212246
T-00077,2025-09-03,250024
T-00077,2025-09-17,249296
T-00077,2025-10-01,271079
T-00077,2025-10-15,260299
T-00077,2025-10-29,228931
T-00077,2025-11-12,206532
T-00077,2025-11-26,211331
T-00077,2025-12-10,219716
T-00077,2025-12-24,239185
T-00078,2025-01-08,326192
T-00078,2025-01-22,346245
T-00078,2025-02-05,359889
T-00078,2025-02-19,325797
T-00078,2025-03-05,375859
T-00078,2025-03-19,404270
T-00078,2025-04-02,383480
T-00078,2025-04-16,304857
T-00078,2025-04-30,313007
T-00078,2025-05-14,291376
T-00078,2025-05-28,338788
T-00078,2025-06-11,370104
T-00078,2025-06-25,355395
T-00078,2025-07-09,343792
T-00078,2025-07-23,382821
T-00078,2025-08-06,325804
T-00078,2025-08-20,340040
T-00078,2025-09-03,331748
T-00078,2025-09-17,358111
T-00078,2025-10-01,315117
T-00078,2025-10-15,383393
T-00078,2025-10-29,418038
T-00078,2025-11-12,387056
T-00078,2025-11-26,298151
T-00078,2025-12-10,344361
T-00078,2025-12-24,327125
T-00079,2025-01-08,206026
T-00079,2025-01-22,210767
T-00079,2025-02-05,183690
T-00079,2025-02-19,190248
T-00079,2025-03-05,211233
T-00079,2025-03-19,234364
T-00079,2025-04-02,160470
T-00079,2025-04-16,203463
T-00079,2025-04-30,194228
T-00079,2025-05-14,204254
T-00079,2025-05-28,191666
T-00079,2025-06-11,212668
T-00079,2025-06-25,177244
T-00079,2025-07-09,194642
T-00079,2025-07-23,176470
T-00079,2025-08-06,185651
T-00079,2025-08-20,175202
T-00079,2025-09-03,229927
T-00079,2025-09-17,200502
T-00079,2025-10-01,185004
T-00079,2025-10-15,172083
T-00079,2025-10-29,224690
T-00079,2025-11-12,184498
T-00079,2025-11-26,212070
T-00079,2025-12-10,181497
T-00079,2025-12-24,191853
T-00080,2025-01-08,383759
T-00080,2025-01-22,415321
T-00080,2025-02-05,366749
T-00080,2025-02-19,438693
T-00080,2025-03-05,455335
T-00080,2025-03-19,444181
T-00080,2025-04-02,362872
T-00080,2025-04-16,381839
T-00080,2025-04-30,429002
T-00080,2025-05-14,406469
T-00080,2025-05-28,395509
T-00080,2025-06-11,459329
T-00080,2025-06-25,460098
T-00080,2025-07-09,444936
T-00080,2025-07-23,460159
T-00080,2025-08-06,396480
T-00080,2025-08-20,392758
T-00080,2025-09-03,434720
T-00080,2025-09-17,409559
T-00080,2025-10-01,465458
T-00080,2025-10-15,385956
T-00080,2025-10-29,394203
T-00080,2025-11-12,291370
T-00080,2025-11-26,402495
T-00080,2025-12-10,477022
T-00080,2025-12-24,370703
T-00081,2025-01-08,185139
T-00081,2025-01-22,182419
T-00081,2025-02-05,155533
T-00081,2025-02-19,153233
T-00081,2025-03-05,173001
T-00081,2025-03-19,117836
T-00081,2025-04-02,160690
T-00081,2025-04-16,190971
T-00081,2025-04-30,163831
T-00081,2025-05-14,160312
T-00081,2025-05-28,174648
T-00081,2025-06-11,159216
T-00081,2025-06-25,168445
T-00081,2025-07-09,159743
T-00081,2025-07-23,176210
T-00081,2025-08-06,191778
T-00081,2025-08-20,164984
T-00081,2025-09-03,172295
T-00081,2025-09-17,148574
T-00081,2025-10-01,178562
T-00081,2025-10-15,160597
T-00081,2025-10-29,152900
T-00081,2025-11-12,151311
T-00081,2025-11-26,156460
T-00081,2025-12-10,168396
T-00081,2025-12-24,161262
T-00082,2025-01-08,509294
T-00082,2025-01-22,406942
T-00082,2025-02-05,477913
T-00082,2025-02-19,515365
T-00082,2025-03-05,494959
T-00082,2025-03-19,478570
T-00082,2025-04-02,455472
T-00082,2025-04-16,505304
T-00082,2025-04-30,456851
T-00082,2025-05-14,452983
T-00082,2025-05-28,308560
T-00082,2025-06-11,523756
T-00082,2025-06-25,398082
T-00082,2025-07-09,473188
T-00082,2025-07-23,416067
T-00082,2025-08-06,483493
T-00082,2025-08-20,474200
T-00082,2025-09-03,524284
T-00082,2025-09-17,402728
T-00082,2025-10-01,501675
T-00082,2025-10-15,441141
T-00082,2025-10-29,465126
T-00082,2025-11-12,421736
T-00082,2025-11-26,482018
T-00082,2025-12-10,469158
T-00082,2025-12-24,398349
T-00083,2025-01-08,371838
T-00083,2025-01-22,310827
T-00083,2025-02-05,366634
T-00083,2025-02-19,264488
T-00083,2025-03-05,343565
T-00083,2025-03-19,306678
T-00083,2025-04-02,234994
T-00083,2025-04-16,354441
T-00083,2025-04-30,310700
T-00083,2025-05-14,333874
T-00083,2025-05-28,369574
T-00083,2025-06-11,272409
T-00083,2025-06-25,335252
T-00083,2025-07-09,330628
T-00083,2025-07-23,353501
T-00083,2025-08-06,300867
T-00083,2025-08-20,277263
T-00083,2025-09-03,273785
T-00083,2025-09-17,361861
T-00083,2025-10-01,296340
T-00083,2025-10-15,335351
T-00083,2025-10-29,289437
T-00083,2025-11-12,366866
T-00083,2025-11-26,329954
T-00083,2025-12-10,278479
T-00083,2025-12-24,367111
T-00084,2025-01-08,417786
T-00084,2025-01-22,455286
T-00084,2025-02-05,421618
T-00084,2025-02-19,427796
T-00084,2025-03-05,432020
T-00084,2025-03-19,467963
T-00084,2025-04-02,377577
T-00084,2025-04-16,454949
T-00084,2025-04-30,408329
T-00084,2025-05-14,486270
T-00084,2025-05-28,431642
T-00084,2025-06-11,422331
T-00084,2025-06-25,335085
T-00084,2025-07-09,448935
T-00084,2025-07-23,537599
T-00084,2025-08-06,479018
T-00084,2025-08-20,465702
T-00084,2025-09-03,422337
T-00084,2025-09-17,393009
T-00084,2025-10-01,425149
T-00084,2025-10-15,436578
T-00084,2025-10-29,406031
T-00084,2025-11-12,375083
T-00084,2025-11-26,402353
T-00084,2025-12-10,446916
T-00084,2025-12-24,469861
T-00085,2025-01-08,209663
T-00085,2025-01-22,243695
T-00085,2025-02-05,266090
T-00085,2025-02-19,243776
T-00085,2025-03-05,201254
T-00085,2025-03-19,204808
T-00085,2025-04-02,190499
T-00085,2025-04-16,244577
T-00085,2025-04-30,220218
T-00085,2025-05-14,220644
T-00085,2025-05-28,250475
T-00085,2025-06-11,202761
T-00085,2025-06-25,210324
T-00085,2025-07-09,248157
T-00085,2025-07-23,200047
T-00085,2025-08-06,253556
T-00085,2025-08-20,258829
T-00085,2025-09-03,236196
T-00085,2025-09-17,261613
T-00085,2025-10-01,217711
T-00085,2025-10-15,199620
T-00085,2025-10-29,254332
T-00085,2025-11-12,264370
T-00085,2025-11-26,218662
T-00085,2025-12-10,257391
T-00085,2025-12-24,197110
T-00086,2025-01-08,342412
T-00086,2025-01-22,398966
T-00086,2025-02-05,374920
T-00086,2025-02-19,294276
T-00086,2025-03-05,354355
T-00086,2025-03-19,347757
T-00086,2025-04-02,366425
T-00086,2025-04-16,350700
T-00086,2025-04-30,292419
T-00086,2025-05-14,375600
T-00086,2025-05-28,356684
T-00086,2025-06-11,304627
T-00086,2025-06-25,335411
T-00086,2025-07-09,317332
T-00086,2025-07-23,307695
T-00086,2025-08-06,377609
T-00086,2025-08-20,388935
T-00086,2025-09-03,336847
T-00086,2025-09-17,305353
T-00086,2025-10-01,289609
T-00086,2025-10-15,386412
T-00086,2025-10-29,352830
T-00086,2025-11-12,264194
T-00086,2025-11-26,369725
T-00086,2025-12-10,334600
T-00086,2025-12-24,358782
T-00087,2025-01-08,122040
T-00087,2025-01-22,150192
T-00087,2025-02-05,129480
T-00087,2025-02-19,128069
T-00087,2025-03-05,113232
T-00087,2025-03-19,129822
T-00087,2025-04-02,130993
T-00087,2025-04-16,116064
T-00087,2025-04-30,99436
T-00087,2025-05-14,130081
T-00087,2025-05-28,133907
T-00087,2025-06-11,112301
T-00087,2025-06-25,119484
T-00087,2025-07-09,130090
T-00087,2025-07-23,118319
T-00087,2025-08-06,114997
T-00087,2025-08-20,145951
T-00087,2025-09-03,126025
T-00087,2025-09-17,112290
T-00087,2025-10-01,101815
T-00087,2025-10-15,148798
T-00087,2025-10-29,108692
T-00087,2025-11-12,136811
T-00087,2025-11-26,106218
T-00087,2025-12-10,130059
T-00087,2025-12-24,129874
T-00088,2025-01-08,549791
T-00088,2025-01-22,468488
T-00088,2025-02-05,374844
T-00088,2025-02-19,488562
T-00088,2025-03-05,450205
T-00088,2025-03-19,442777
T-00088,2025-04-02,466615
T-00088,2025-04-16,396307
T-00088,2025-04-30,452077
T-00088,2025-05-14,432074
T-00088,2025-05-28,436073
T-00088,2025-06-11,484753
T-00088,2025-06-25,523733
T-00088,2025-07-09,398006
T-00088,2025-07-23,478701
T-00088,2025-08-06,455747
T-00088,2025-08-20,497996
T-00088,2025-09-03,406369
T-00088,2025-09-17,455011
T-00088,2025-10-01,556089
T-00088,2025-10-15,473986
T-00088,2025-10-29,369047
T-00088,2025-11-12,528089
T-00088,2025-11-26,435592
T-00088,2025-12-10,416599
T-00088,2025-12-24,497618
T-00089,2025-01-08,348299
T-00089,2025-01-22,352569
T-00089,2025-02-05,310004
T-00089,2025-02-19,308493
T-00089,2025-03-05,328988
T-00089,2025-03-19,433361
T-00089,2025-04-02,297069
T-00089,2025-04-16,363549
T-00089,2025-04-30,403431
T-00089,2025-05-14,290911
T-00089,2025-05-28,297886
T-00089,2025-06-11,330526
T-00089,2025-06-25,343193
T-00089,2025-07-09,321973
T-00089,2025-07-23,336139
T-00089,2025-08-06,350770
T-00089,2025-08-20,360668
T-00089,2025-09-03,374763
T-00089,2025-09-17,361275
T-00089,2025-10-01,347335
T-00089,2025-10-15,362171
T-00089,2025-10-29,321672
T-00089,2025-11-12,325759
T-00089,2025-11-26,364138
T-00089,2025-12-10,331518
T-00089,2025-12-24,349867
T-00090,2025-01-08,195576
T-00090,2025-01-22,245270
T-00090,2025-02-05,210151
T-00090,2025-02-19,182431
T-00090,2025-03-05,258105
T-00090,2025-03-19,177219
T-00090,2025-04-02,197962
T-00090,2025-04-16,215676
T-00090,2025-04-30,189738
T-00090,2025-05-14,177261
T-00090,2025-05-28,174353
T-00090,2025-06-11,210782
T-00090,2025-06-25,173794
T-00090,2025-07-09,197304
T-00090,2025-07-23,190882
T-00090,2025-08-06,207142
T-00090,2025-08-20,192428
T-00090,2025-09-03,181458
T-00090,2025-09-17,187104
T-00090,2025-10-01,187986
T-00090,2025-10-15,191235
T-00090,2025-10-29,182888
T-00090,2025-11-12,193191
T-00090,2025-11-26,202786
T-00090,2025-12-10,216328
T-00090,2025-12-24,189690
T-00091,2025-01-08,140781
T-00091,2025-01-22,163487
T-00091,2025-02-05,149799
T-00091,2025-02-19,185963
T-00091,2025-03-05,143143
T-00091,2025-03-19,151032
T-00091,2025-04-02,172916
T-00091,2025-04-16,141135
T-00091,2025-04-30,190436
T-00091,2025-05-14,160639
T-00091,2025-05-28,144506
T-00091,2025-06-11,173139
T-00091,2025-06-25,133202
T-00091,2025-07-09,142559
T-00091,2025-07-23,134398
T-00091,2025-08-06,151291
T-00091,2025-08-20,189716
T-00091,2025-09-03,162098
T-00091,2025-09-17,144882
T-00091,2025-10-01,136720
T-00091,2025-10-15,198637
T-00091,2025-10-29,151333
T-00091,2025-11-12,137873
T-00091,2025-11-26,147683
T-00091,2025-12-10,167261
T-00091,2025-12-24,138597
T-00092,2025-01-08,191150
T-00092,2025-01-22,183201
T-00092,2025-02-05,159112
T-00092,2025-02-19,172236
T-00092,2025-03-05,188494
T-00092,2025-03-19,180084
T-00092,2025-04-02,169722
T-00092,2025-04-16,184898
T-00092,2025-04-30,170692
T-00092,2025-05-14,172939
T-00092,2025-05-28,161902
T-00092,2025-06-11,170427
T-00092,2025-06-25,161094
T-00092,2025-07-09,163694
T-00092,2025-07-23,148744
T-00092,2025-08-06,171806
T-00092,2025-08-20,179111
T-00092,2025-09-03,194195
T-00092,2025-09-17,178675
T-00092,2025-10-01,166128
T-00092,2025-10-15,183532
T-00092,2025-10-29,165760
T-00092,2025-11-12,179688
T-00092,2025-11-26,196106
T-00092,2025-12-10,166475
T-00092,2025-12-24,161157
T-00093,2025-01-08,348363
T-00093,2025-01-22,323127
T-00093,2025-02-05,367541
T-00093,2025-02-19,454619
T-00093,2025-03-05,303683
T-00093,2025-03-19,311563
T-00093,2025-04-02,413300
T-00093,2025-04-16,395925
T-00093,2025-04-30,434658
T-00093,2025-05-14,424247
T-00093,2025-05-28,354161
T-00093,2025-06-11,319033
T-00093,2025-06-25,387598
T-00093,2025-07-09,391809
T-00093,2025-07-23,353281
T-00093,2025-08-06,331089
T-00093,2025-08-20,377576
T-00093,2025-09-03,370362
T-00093,2025-09-17,341026
T-00093,2025-10-01,346713
T-00093,2025-10-15,386757
T-00093,2025-10-29,418202
T-00093,2025-11-12,301807
T-00093,2025-11-26,413104
T-00093,2025-12-10,366564
T-00093,2025-12-24,354012
T-00094,2025-01-08,339580
T-00094,2025-01-22,355513
T-00094,2025-02-05,271522
T-00094,2025-02-19,291294
T-00094,2025-03-05,318264
T-00094,2025-03-19,317877
T-00094,2025-04-02,338354
T-00094,2025-04-16,336159
T-00094,2025-04-30,322955
T-00094,2025-05-14,300755
T-00094,2025-05-28,316053
T-00094,2025-06-11,313396
T-00094,2025-06-25,265232
T-00094,2025-07-09,306770
T-00094,2025-07-23,296709
T-00094,2025-08-06,289265
T-00094,2025-08-20,290980
T-00094,2025-09-03,301221
T-00094,2025-09-17,295337
T-00094,2025-10-01,314261
T-00094,2025-10-15,275916
T-00094,2025-10-29,310347
T-00094,2025-11-12,333742
T-00094,2025-11-26,312570
T-00094,2025-12-10,257639
T-00094,2025-12-24,293868
T-00095,2025-01-08,306445
T-00095,2025-01-22,297943
T-00095,2025-02-05,328249
T-00095,2025-02-19,298294
T-00095,2025-03-05,290401
T-00095,2025-03-19,310357
T-00095,2025-04-02,373521
T-00095,2025-04-16,272743
T-00095,2025-04-30,320919
T-00095,2025-05-14,348379
T-00095,2025-05-28,297446
T-00095,2025-06-11,284507
T-00095,2025-06-25,316238
T-00095,2025-07-09,293655
T-00095,2025-07-23,316725
T-00095,2025-08-06,325316
T-00095,2025-08-20,365500
T-00095,2025-09-03,305549
T-00095,2025-09-17,312008
T-00095,2025-10-01,311582
T-00095,2025-10-15,352281
T-00095,2025-10-29,331702
T-00095,2025-11-12,318567
T-00095,2025-11-26,341051
T-00095,2025-12-10,294818
T-00095,2025-12-24,304354
T-00096,2025-01-08,466149
T-00096,2025-01-22,336584
T-00096,2025-02-05,360658
T-00096,2025-02-19,447507
T-00096,2025-03-05,406371
T-00096,2025-03-19,332481
T-00096,2025-04-02,345243
T-00096,2025-04-16,377038
T-00096,2025-04-30,391030
T-00096,2025-05-14,410398
T-00096,2025-05-28,431923
T-00096,2025-06-11,405266
T-00096,2025-06-25,337977
T-00096,2025-07-09,357021
T-00096,2025-07-23,414866
T-00096,2025-08-06,352762
T-00096,2025-08-20,428956
T-00096,2025-09-03,378884
T-00096,2025-09-17,435647
T-00096,2025-10-01,393920
T-00096,2025-10-15,482284
T-00096,2025-10-29,372154
T-00096,2025-11-12,422545
T-00096,2025-11-26,450225
T-00096,2025-12-10,378175
T-00096,2025-12-24,321326
T-00097,2025-01-08,116378
T-00097,2025-01-22,110493
T-00097,2025-02-05,120287
T-00097,2025-02-19,130217
T-00097,2025-03-05,104640
T-00097,2025-03-19,135238
T-00097,2025-04-02,131887
T-00097,2025-04-16,122078
T-00097,2025-04-30,131543
T-00097,2025-05-14,122785
T-00097,2025-05-28,135713
T-00097,2025-06-11,125742
T-00097,2025-06-25,122365
T-00097,2025-07-09,118188
T-00097,2025-07-23,117815
T-00097,2025-08-06,98442
T-00097,2025-08-20,124766
T-00097,2025-09-03,122591
T-00097,2025-09-17,134922
T-00097,2025-10-01,127187
T-00097,2025-10-15,136690
T-00097,2025-10-29,114513
T-00097,2025-11-12,136918
T-00097,2025-11-26,115629
T-00097,2025-12-10,113172
T-00097,2025-12-24,136169
T-00098,2025-01-08,327272
T-00098,2025-01-22,317965
T-00098,2025-02-05,308482
T-00098,2025-02-19,307675
T-00098,2025-03-05,327565
T-00098,2025-03-19,274441
T-00098,2025-04-02,342654
T-00098,2025-04-16,335135
T-00098,2025-04-30,369939
T-00098,2025-05-14,317328
T-00098,2025-05-28,234116
T-00098,2025-06-11,304150
T-00098,2025-06-25,309561
T-00098,2025-07-09,258455
T-00098,2025-07-23,329385
T-00098,2025-08-06,311333
T-00098,2025-08-20,344345
T-00098,2025-09-03,325932
T-00098,2025-09-17,341590
T-00098,2025-10-01,323783
T-00098,2025-10-15,336629
T-00098,2025-10-29,282711
T-00098,2025-11-12,321681
T-00098,2025-11-26,339124
T-00098,2025-12-10,225329
T-00098,2025-12-24,338310
T-00099,2025-01-08,504604
T-00099,2025-01-22,477143
T-00099,2025-02-05,439819
T-00099,2025-02-19,485413
T-00099,2025-03-05,401051
T-00099,2025-03-19,434264
T-00099,2025-04-02,433810
T-00099,2025-04-16,436521
T-00099,2025-04-30,414929
T-00099,2025-05-14,466468
T-00099,2025-05-28,360725
T-00099,2025-06-11,545137
T-00099,2025-06-25,408234
T-00099,2025-07-09,378666
T-00099,2025-07-23,444035
T-00099,2025-08-06,451891
T-00099,2025-08-20,394709
T-00099,2025-09-03,392277
T-00099,2025-09-17,411589
T-00099,2025-10-01,414491
T-00099,2025-10-15,428860
T-00099,2025-10-29,360019
T-00099,2025-11-12,390522
T-00099,2025-11-26,459055
T-00099,2025-12-10,403695
T-00099,2025-12-24,462929
T-00100,2025-01-08,223295
T-00100,2025-01-22,214380
T-00100,2025-02-05,175695
T-00100,2025-02-19,228633
T-00100,2025-03-05,264151
T-00100,2025-03-19,223931
T-00100,2025-04-02,241019
T-00100,2025-04-16,230759
T-00100,2025-04-30,212548
T-00100,2025-05-14,216188
T-00100,2025-05-28,179710
T-00100,2025-06-11,212368
T-00100,2025-06-25,204971
T-00100,2025-07-09,212055
T-00100,2025-07-23,195031
T-00100,2025-08-06,216880
T-00100,2025-08-20,220834
T-00100,2025-09-03,218783
T-00100,2025-09-17,244707
T-00100,2025-10-01,209255
T-00100,2025-10-15,215759
T-00100,2025-10-29,253346
T-00100,2025-11-12,224196
T-00100,2025-11-26,229511
T-00100,2025-12-10,222453
T-00100,2025-12-24,182727
